time_s,fixed_total_bps,greedy_total_bps,opt_total_bps,fixed_min_bps,greedy_min_bps,opt_min_bps,fixed_jain,greedy_jain,opt_jain
156.000000,2065370113.950999,2178835820.141601,2179005640.387813,80099647.422472,93658413.878201,95068828.038677,0.990213,0.998237,0.998477
157.000000,2068942730.675649,2182997487.165637,2183614850.867337,80099647.422472,95758147.068600,95564696.201097,0.990413,0.998581,0.998570
158.000000,2072682854.554837,2186188733.157395,2187400811.044726,80644433.126783,97106410.982910,96397613.185465,0.990697,0.998742,0.998690
159.000000,2076306756.135984,2190407980.330538,2191413552.165641,81852781.145466,97884261.639852,97630908.174845,0.991088,0.998839,0.998838
160.000000,2079364463.049478,2194085559.500222,2194918959.594131,83081813.720271,98708181.724679,98879887.785535,0.991450,0.998937,0.998969
161.000000,2082599891.233538,2198087459.878730,2198741975.540506,84372422.969200,99504737.931360,100056333.644900,0.991808,0.999024,0.999075
162.000000,2087270682.328575,2202576302.824094,2202955844.649971,85912786.640336,100481129.694559,101367239.051696,0.992270,0.999124,0.999171
163.000000,2091567270.746229,2207758691.710142,2207964699.616593,87237567.241137,101365509.206326,102560947.341899,0.992733,0.999217,0.999251
164.000000,2094140269.430703,2212282968.172454,2212449452.490357,88232007.169906,102101152.053499,103596438.248747,0.993056,0.999288,0.999307
165.000000,2098840610.074743,2218123081.264137,2218158222.216618,89242112.079621,102823293.819899,104584734.711561,0.993453,0.999345,0.999345
166.000000,2102561220.263968,2223742032.630345,2223804704.720919,90113222.040502,103499424.866361,105513790.896258,0.993804,0.999403,0.999382
167.000000,2104062553.532539,2228700668.994212,2229069101.718339,90659103.324458,104040121.211761,106319450.128548,0.994047,0.999451,0.999418
168.000000,2103992994.862037,2234463920.511150,2233650407.895676,90869850.697331,104910150.336408,106971055.744475,0.994203,0.999515,0.999449
169.000000,2105084610.454228,2239231861.599477,2238531571.053771,91154419.186150,105739268.346361,107629197.770681,0.994422,0.999507,0.999476
170.000000,2105335466.752993,2243322648.330870,2243155896.402934,91167008.301383,106212894.226780,108150909.101500,0.994611,0.999501,0.999504
171.000000,2105179841.978467,2248355005.617817,2248092162.169984,91246737.638867,106591967.097044,108597185.590779,0.994837,0.999548,0.999537
172.000000,2105177213.477021,2252926438.836449,2252417956.431078,91301556.586143,106940843.872550,108866274.352850,0.995035,0.999589,0.999565
173.000000,2104037045.277482,2256263031.620707,2255694591.177973,90993848.368536,107068576.069172,109073956.264707,0.995152,0.999617,0.999585
174.000000,2102578011.455940,2259494194.995246,2259110647.872691,90493017.106383,107076428.410923,109317900.507057,0.995254,0.999643,0.999612
175.000000,2100585398.346724,2263596957.282390,2261844553.527780,90016542.025400,108251497.894177,109483139.216344,0.995333,0.999697,0.999635
176.000000,2099550653.518870,2266514223.771731,2264857002.401195,90260270.728901,109477668.776965,109670397.369092,0.995541,0.999729,0.999660
177.000000,2101422828.676910,2269432685.870171,2267894815.343566,91072223.592488,110281487.583565,109781767.596519,0.995857,0.999748,0.999678
178.000000,2103322629.786929,2272762861.449995,2270546257.921880,92247958.389732,110694941.032935,109868283.211664,0.996203,0.999776,0.999696
179.000000,2105045330.069352,2275484451.348948,2272556546.006256,93405337.855209,111082224.794745,109896659.127445,0.996492,0.999799,0.999709
180.000000,2106593456.856092,2276900965.946671,2273170967.094573,94374473.429027,111356588.082934,109722391.734632,0.996698,0.999812,0.999705
181.000000,2107845953.006686,2277825708.281640,2274892961.349433,95291188.242659,111299523.417702,109960730.475560,0.996914,0.999819,0.999733
182.000000,2107312406.899435,2278809471.717103,2276825223.075641,96023502.090204,111324745.668189,110291602.164016,0.997113,0.999828,0.999768
183.000000,2106241408.081599,2279556250.319664,2278501149.888947,96644378.496054,111347928.777678,110624277.704366,0.997308,0.999833,0.999800
184.000000,2105002212.469432,2279875624.967219,2279614384.938607,97294159.174452,111342045.973529,110921037.816256,0.997480,0.999833,0.999826
185.000000,2103832365.026289,2279315470.860125,2279626304.831823,97939524.126172,111075753.768869,111073655.026714,0.997586,0.999824,0.999841
186.000000,2102898755.534039,2277835666.956557,2278617678.707114,98304554.180695,110688708.921190,111083609.201024,0.997649,0.999802,0.999846
187.000000,2101096969.117523,2275713250.725225,2276988623.212401,98524799.144357,110246670.952755,111035942.990102,0.997678,0.999769,0.999845
